var_name,file_name,sensor_X,sensor_Y,lon_X,lat_X,lon_Y,lat_Y,dist,dist_limit,dateTime_X,dateTime_Y,diff_time,diff_time_limit,n,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
RHOW,TRIOS_vs_S3B_V4_vs_20240813T101805_RHOW.csv,TRIOS,S3B,15.646745,36.856725,15.642944,36.865272000000004,1.01,10,2024-08-13T12:18:05Z,2024-08-13T11:22:25Z,56,120,10,1.4056,0.4135,1.3329,1.4089,1.4893,0.004012,0.004993,0.005921,NA,TRUE,TRUE,0.011326,0.009985,1231.7943,0.620042,1.627073,27.278281,0.620042,1.627073,27.278281,62.0028,155.4851,2663.0534,62.0028,155.4851,2663.0534
RHOW,TRIOS_vs_S3B_V4_vs_20240813T101805_RHOW.csv,S3B,TRIOS,15.642944,36.865272000000004,15.646745,36.856725,1.01,10,2024-08-13T11:22:25Z,2024-08-13T12:18:05Z,56,120,10,0.7081,2.3439,0.6715,0.7098,0.7503,-0.004443,-0.003544,-0.002694,NA,TRUE,TRUE,0.011326,0.009985,65.2427,-0.962799,-0.597523,-0.382721,0.382721,0.597523,0.962799,-2663.0534,-155.4851,-62.0028,62.0028,155.4851,2663.0534
RHOW,TRIOS_vs_S3B_V4_vs_20240813T112027_RHOW.csv,TRIOS,S3B,15.585597000000002,36.938744,15.582316,36.942788,0.54,10,2024-08-13T13:20:27Z,2024-08-13T11:22:25Z,118,120,10,1.3066,0.58,1.2405,1.3095,1.3824,0.00284,0.003823,0.004755,NA,TRUE,TRUE,0.009102,0.008,277.8091,0.453059,1.064736,5.88789,0.453059,1.064736,5.88789,45.2897,103.4671,587.8447,45.2897,103.4671,587.8447
RHOW,TRIOS_vs_S3B_V4_vs_20240813T112027_RHOW.csv,S3B,TRIOS,15.582316,36.942788,15.585597000000002,36.938744,0.54,10,2024-08-13T11:22:25Z,2024-08-13T13:20:27Z,118,120,10,0.7619,1.7032,0.7234,0.7636,0.8061,-0.003833,-0.00292,-0.002054,NA,TRUE,TRUE,0.009102,0.008,56.2588,-0.85441,-0.501258,-0.311644,0.311644,0.501258,0.85441,-587.8447,-103.4671,-45.2897,45.2897,103.4671,587.8447
RHOW,TRIOS_vs_S3B_V4_vs_20240814T082814_RHOW.csv,TRIOS,S3B,15.474447000000001,37.565813000000006,15.476193,37.574772,1.01,10,2024-08-14T10:28:14Z,2024-08-14T10:56:14Z,28,120,10,1.2286,1.5966,1.2082,1.2288,1.2499,-0.001771,-0.001502,-0.001237,NA,TRUE,TRUE,0.003214,0.002394,40.3111,-0.788325,-0.060506,0.164054,0.150652,0.185078,0.788325,-385.1749,-6.8138,16.3996,16.3763,18.4992,385.1749
RHOW,TRIOS_vs_S3B_V4_vs_20240814T082814_RHOW.csv,S3B,TRIOS,15.476193,37.574772,15.474447000000001,37.565813000000006,1.01,10,2024-08-14T10:56:14Z,2024-08-14T10:28:14Z,28,120,10,0.8136,0.6162,0.8001,0.8138,0.8277,0.001024,0.001222,0.001417,NA,TRUE,TRUE,0.003214,0.002394,179.6274,-0.140847,0.071886,3.962131,0.145859,0.163831,3.962131,-16.3996,6.8138,385.1749,16.3763,18.4992,385.1749
RHOW,TRIOS_vs_S3B_V4_vs_20240814T084357_RHOW.csv,TRIOS,S3B,15.492497000000002,37.586528,15.486967,37.599858000000005,1.56,10,2024-08-14T10:43:57Z,2024-08-14T10:56:14Z,12,120,10,1.2009,1.602,1.1757,1.2013,1.2275,-0.00191,-0.001572,-0.001241,NA,TRUE,TRUE,0.002739,0.002149,39.811,-0.774091,-0.110942,0.131777,0.13717,0.185973,0.774091,-352.0395,-13.0548,13.1767,13.7161,21.0485,352.0395
RHOW,TRIOS_vs_S3B_V4_vs_20240814T084357_RHOW.csv,S3B,TRIOS,15.486967,37.599858000000005,15.492497000000002,37.586528,1.56,10,2024-08-14T10:56:14Z,2024-08-14T10:43:57Z,12,120,10,0.8321,0.6143,0.8147,0.8324,0.8506,0.001055,0.001308,0.001556,NA,TRUE,TRUE,0.002739,0.002149,181.5922,-0.116418,0.13634,3.602683,0.12061,0.198605,3.602683,-13.1767,13.0548,352.0395,13.7161,21.0485,352.0395
RHOW,TRIOS_vs_S3B_V4_vs_20240814T101309_RHOW.csv,TRIOS,S3B,15.48502,37.581365,15.478984,37.587672999999995,0.88,10,2024-08-14T12:13:09Z,2024-08-14T10:56:14Z,77,120,9,1.052,1.255,1.0173,1.0527,1.0894,-0.001029,-4.86e-4,3.9e-5,NA,TRUE,FALSE,9.81e-4,6.86e-4,22.47,-0.203415,-0.067317,0.030358,0.034109,0.067317,0.203415,-25.5359,-7.2175,3.0358,3.4109,7.2175,25.5359
RHOW,TRIOS_vs_S3B_V4_vs_20240814T101309_RHOW.csv,S3B,TRIOS,15.478984,37.587672999999995,15.48502,37.581365,0.88,10,2024-08-14T10:56:14Z,2024-08-14T12:13:09Z,77,120,9,0.9492,0.7774,0.918,0.9499,0.983,-3.9e-5,4.61e-4,9.45e-4,NA,TRUE,FALSE,9.81e-4,6.86e-4,111.8249,-0.029463,0.072175,0.255359,0.032984,0.072175,0.255359,-3.0358,7.2175,25.5359,3.4109,7.2175,25.5359
