var_name,sensor_X,sensor_Y,n_clean,n_no_out,n_w_nm,n_w_nm_clean,Wavelength_nm,Slope,Slope_log,Bias,Error,MRD,MARD,RMSE,MSA,MAPE
LD,HYPERNETS,TRIOS,55,34,34,34,682,0.89,0.97,-11.24,19.81,-0.101079,0.174011,6.398854,4.85903,17.35
LD,TRIOS,HYPERNETS,55,34,34,34,682,1.06,0.89,11.24,19.81,0.112444,0.18514,6.398854,4.85903,20.58
LD,HYPERNETS,TRIOS,55,34,34,34,683,0.89,0.97,-11.39,20.5,-0.10228,0.176852,6.4157400000000004,4.884118,17.57
LD,TRIOS,HYPERNETS,55,34,34,34,683,1.06,0.89,11.39,20.5,0.113933,0.185449,6.4157400000000004,4.884118,21.06
LD,HYPERNETS,TRIOS,55,34,34,34,684,0.89,0.97,-11.43,20.76,-0.102588,0.177673,6.320093,4.809786,17.59
LD,TRIOS,HYPERNETS,55,34,34,34,684,1.06,0.89,11.43,20.76,0.114315,0.18882,6.320093,4.809786,21.03
LD,HYPERNETS,TRIOS,55,34,34,34,685,0.91,0.97,-9.14,20.1,-0.083782,0.172933,5.84137,4.405737,17.08
LD,TRIOS,HYPERNETS,55,34,34,34,685,1.04,0.89,9.14,20.1,0.091451,0.1838,5.84137,4.405737,19.72
LD,HYPERNETS,TRIOS,55,34,34,34,686,0.97,0.97,-2.92,16.65,-0.028371,0.146878,4.967638,3.574945,16.38
LD,TRIOS,HYPERNETS,55,34,34,34,686,0.98,0.89,2.92,16.65,0.029209,0.154388,4.967638,3.574945,16.89
LD,HYPERNETS,TRIOS,55,34,34,34,687,0.99,0.97,-1.19,15.16,-0.01172,0.133925,4.828733,3.464215,16.54
LD,TRIOS,HYPERNETS,55,34,34,34,687,0.96,0.89,1.19,15.16,0.011871,0.14965,4.828733,3.464215,16.46
LD,HYPERNETS,TRIOS,55,34,34,34,688,0.97,0.97,-2.82,16.4,-0.027402,0.145393,4.799874,3.450672,16.45
LD,TRIOS,HYPERNETS,55,34,34,34,688,0.98,0.89,2.82,16.4,0.028178,0.153355,4.799874,3.450672,16.85
LD,HYPERNETS,TRIOS,55,34,34,34,689,0.95,0.97,-4.83,16.87,-0.046055,0.153366,4.860717,3.550092,16.45
LD,TRIOS,HYPERNETS,55,34,34,34,689,1,0.89,4.83,16.87,0.048279,0.167284,4.860717,3.550092,17.49
LD,HYPERNETS,TRIOS,55,34,34,34,690,0.94,0.97,-5.61,17.74,-0.053092,0.152881,4.90832,3.600408,16.49
LD,TRIOS,HYPERNETS,55,34,34,34,690,1.01,0.89,5.61,17.74,0.056069,0.169101,4.90832,3.600408,17.78
LD,HYPERNETS,TRIOS,55,34,34,34,691,0.94,0.97,-5.96,18.54,-0.056202,0.156367,4.933086,3.631361,16.53
LD,TRIOS,HYPERNETS,55,34,34,34,691,1.01,0.89,5.96,18.54,0.059554,0.170826,4.933086,3.631361,18.04
LD,HYPERNETS,TRIOS,55,34,34,34,692,0.94,0.98,-6.31,18.77,-0.059326,0.162072,4.94683,3.656189,16.62
LD,TRIOS,HYPERNETS,55,34,34,34,692,1.01,0.89,6.31,18.77,0.063085,0.177125,4.94683,3.656189,18.33
LD,HYPERNETS,TRIOS,55,34,34,34,693,0.94,0.98,-6.23,18.76,-0.058666,0.163313,4.932299,3.64046,16.61
LD,TRIOS,HYPERNETS,55,34,34,34,693,1.01,0.89,6.23,18.76,0.062347,0.177062,4.932299,3.64046,18.36
LD,HYPERNETS,TRIOS,55,34,34,34,694,0.94,0.98,-6.55,18.75,-0.061401,0.164553,4.995358,3.700868,16.72
LD,TRIOS,HYPERNETS,55,34,34,34,694,1.01,0.89,6.55,18.75,0.06549,0.178833,4.995358,3.700868,18.57
LD,HYPERNETS,TRIOS,55,34,34,34,695,0.92,0.97,-7.91,18.71,-0.073323,0.16629,5.166216,3.841803,16.92
LD,TRIOS,HYPERNETS,55,34,34,34,695,1.03,0.89,7.91,18.71,0.079129,0.178551,5.166216,3.841803,18.96
LD,HYPERNETS,TRIOS,55,34,34,34,696,0.92,0.97,-8.54,19.53,-0.078697,0.171455,5.268363,3.94403,17.09
LD,TRIOS,HYPERNETS,55,34,34,34,696,1.03,0.89,8.54,19.53,0.08542,0.180031,5.268363,3.94403,19.42
LD,HYPERNETS,TRIOS,55,34,34,34,697,0.92,0.97,-8.65,19.59,-0.079572,0.17134,5.28432,3.957807,17.11
LD,TRIOS,HYPERNETS,55,34,34,34,697,1.04,0.89,8.65,19.59,0.086453,0.181797,5.28432,3.957807,19.52
LD,HYPERNETS,TRIOS,55,34,34,34,698,0.92,0.97,-8.34,19.67,-0.076997,0.171169,5.210344,3.902197,17.08
LD,TRIOS,HYPERNETS,55,34,34,34,698,1.03,0.89,8.34,19.67,0.083456,0.183572,5.210344,3.902197,19.39
LD,HYPERNETS,TRIOS,55,34,34,34,699,0.93,0.97,-7.43,18.98,-0.069186,0.169532,5.10719,3.795754,16.88
LD,TRIOS,HYPERNETS,55,34,34,34,699,1.02,0.89,7.43,18.98,0.074351,0.179073,5.10719,3.795754,18.97
LD,HYPERNETS,TRIOS,55,34,34,34,700,0.94,0.97,-6,19.37,-0.056582,0.162694,4.978115,3.661234,16.81
LD,TRIOS,HYPERNETS,55,34,34,34,700,1.01,0.89,6,19.37,0.059986,0.174465,4.978115,3.661234,18.51
